customer_number,baskets,total_quantity,average_quantity,total_spend,average_spend
15373,151,207,1.3708609271523179,£547.56,£3.63
10693,416,476,1.1442307692307692,£962.55,£2.31
3144,473,519,1.0972515856236786,£870.78,£1.84
3145,171,188,1.0994152046783626,£256.67,£1.50
3155,99,109,1.1010101010101010,£154.93,£1.56
6246,726,811,1.1170798898071625,"£1,254.68",£1.73
13962,431,632,1.4663573085846868,£675.57,£1.57
3152,407,1019,2.5036855036855037,"£1,151.82",£2.83
13969,277,366,1.3212996389891697,£552.72,£2.00
8417,980,1035,1.0561224489795918,"£1,766.08",£1.80
8427,652,780,1.1963190184049080,£804.89,£1.23
6250,186,231,1.2419354838709677,£540.51,£2.91
6252,490,679,1.3857142857142857,£875.91,£1.79
9748,276,302,1.0942028985507246,£532.96,£1.93
6254,534,708,1.3258426966292135,£632.32,£1.18
6248,1550,1823,1.1761290322580645,"£3,940.75",£2.54
13972,427,554,1.2974238875878220,£416.93,£0.98
3148,204,221,1.0833333333333333,£273.14,£1.34
13967,82,96,1.1707317073170732,£117.51,£1.43
8428,533,712,1.3358348968105066,£622.52,£1.17
10697,734,951,1.2956403269754768,£990.47,£1.35
6245,215,241,1.1209302325581395,£433.78,£2.02
4934,263,346,1.3155893536121673,£763.06,£2.90
6258,272,293,1.0772058823529412,£418.50,£1.54
3158,785,903,1.1503184713375796,£892.48,£1.14
3170,307,349,1.1368078175895765,£470.41,£1.53
9751,199,303,1.5226130653266332,£694.18,£3.49
3168,145,163,1.1241379310344828,£195.46,£1.35
3172,755,822,1.0887417218543046,"£1,013.38",£1.34
13975,399,441,1.1052631578947368,£569.53,£1.43
3165,701,808,1.1526390870185449,£778.90,£1.11
10700,139,162,1.1654676258992806,£189.72,£1.36
6251,466,503,1.0793991416309013,£570.77,£1.22
3167,721,858,1.1900138696255201,"£1,024.33",£1.42
10701,1695,2081,1.2277286135693215,"£2,506.35",£1.48
4941,409,485,1.1858190709046455,£484.65,£1.18
13985,391,456,1.1662404092071611,£331.51,£0.85
4942,469,624,1.3304904051172708,"£1,012.73",£2.16
3177,286,322,1.1258741258741259,£416.03,£1.45
13981,654,749,1.1452599388379205,£811.56,£1.24
3176,419,567,1.3532219570405728,£491.49,£1.17
6889,533,612,1.1482176360225141,£691.33,£1.30
3182,423,459,1.0851063829787234,£468.73,£1.11
3181,134,172,1.2835820895522388,£187.30,£1.40
13995,158,208,1.3164556962025316,£530.40,£3.36
10706,1129,1376,1.2187776793622675,"£1,425.28",£1.26
15838,362,389,1.0745856353591160,£561.07,£1.55
10707,563,689,1.2238010657193606,£850.98,£1.51
3193,224,248,1.1071428571428571,£292.51,£1.31
14000,298,324,1.0872483221476510,£333.82,£1.12
11510,1526,1716,1.1245085190039318,"£2,181.41",£1.43
9400,442,511,1.1561085972850679,£707.64,£1.60
10710,326,372,1.1411042944785276,£368.70,£1.13
8434,794,969,1.2204030226700252,"£1,195.92",£1.51
14723,281,367,1.3060498220640569,£355.92,£1.27
8442,453,503,1.1103752759381898,"£1,192.70",£2.63
15839,133,154,1.1578947368421053,£162.49,£1.22
6270,1112,1147,1.0314748201438849,"£1,532.24",£1.38
4949,289,337,1.1660899653979239,£355.04,£1.23
3202,795,934,1.1748427672955975,£934.77,£1.18
6267,187,271,1.4491978609625668,£569.32,£3.04
11355,739,786,1.0635994587280108,£921.90,£1.25
3203,1385,1718,1.2404332129963899,"£1,951.11",£1.41
3200,305,369,1.2098360655737705,£344.46,£1.13
9398,429,496,1.1561771561771562,£920.15,£2.14
3196,573,594,1.0366492146596859,£614.18,£1.07
10963,325,365,1.1230769230769231,£346.85,£1.07
14014,735,1142,1.5537414965986395,"£1,515.44",£2.06
14011,148,150,1.0135135135135135,£332.19,£2.24
3218,80,97,1.2125000000000000,£109.90,£1.37
3213,641,706,1.1014040561622465,"£1,015.64",£1.58
6894,372,427,1.1478494623655914,£405.38,£1.09
8429,391,471,1.2046035805626598,£789.66,£2.02
3214,733,843,1.1500682128240109,£771.69,£1.05
10714,620,763,1.2306451612903226,"£1,117.44",£1.80
3210,728,852,1.1703296703296703,£979.21,£1.35
9392,308,353,1.1461038961038961,£534.23,£1.73
11071,1088,1389,1.2766544117647059,"£2,135.45",£1.96
14021,267,299,1.1198501872659176,£429.77,£1.61
14727,60,84,1.4000000000000000,£109.47,£1.82
14027,218,470,2.1559633027522936,£753.01,£3.45
3230,900,1164,1.2933333333333333,"£1,659.42",£1.84
4970,335,428,1.2776119402985075,£335.76,£1.00
8450,229,282,1.2314410480349345,£420.08,£1.83
11990,223,244,1.0941704035874439,£496.33,£2.23
9740,79,96,1.2151898734177215,£152.34,£1.93
9397,1457,1778,1.2203157172271791,"£1,913.28",£1.31
9750,527,637,1.2087286527514231,£750.66,£1.42
11988,129,150,1.1627906976744186,£150.03,£1.16
6899,359,514,1.4317548746518106,"£1,051.85",£2.93
8456,395,451,1.1417721518987342,£375.39,£0.95
14037,132,150,1.1363636363636364,£187.76,£1.42
10725,636,715,1.1242138364779874,"£1,032.22",£1.62
14728,351,405,1.1538461538461538,£714.14,£2.03
9406,478,513,1.0732217573221757,£651.50,£1.36
15391,739,804,1.0879566982408660,£835.77,£1.13
3243,1169,1357,1.1608212147134303,"£2,019.02",£1.73
15843,80,89,1.1125000000000000,£81.02,£1.01
10728,667,754,1.1304347826086957,£714.38,£1.07
8455,209,251,1.2009569377990431,£412.74,£1.97
11108,532,581,1.0921052631578947,"£1,530.29",£2.88
6299,1182,1317,1.1142131979695431,"£1,320.36",£1.12
11229,689,727,1.0551523947750363,£886.56,£1.29
6294,438,525,1.1986301369863014,£540.30,£1.23
15394,76,80,1.0526315789473684,£94.54,£1.24
10732,702,856,1.2193732193732194,"£1,041.28",£1.48
4976,590,681,1.1542372881355932,£873.25,£1.48
4984,520,711,1.3673076923076923,£925.42,£1.78
11159,560,623,1.1125000000000000,£573.22,£1.02
6292,289,326,1.1280276816608997,£456.08,£1.58
14051,344,408,1.1860465116279070,£458.25,£1.33
8464,1497,1736,1.1596526386105544,"£2,415.03",£1.61
6305,191,254,1.3298429319371728,£667.22,£3.49
8459,526,580,1.1026615969581749,£775.01,£1.47
4978,790,864,1.0936708860759494,£840.47,£1.06
3269,249,289,1.1606425702811245,£383.04,£1.54
14060,265,383,1.4452830188679245,£519.13,£1.96
4993,353,419,1.1869688385269122,£637.78,£1.81
14057,467,487,1.0428265524625268,£523.58,£1.12
6314,1391,1729,1.2429906542056075,"£2,801.32",£2.01
3289,232,248,1.0689655172413793,£291.99,£1.26
8803,31,42,1.3548387096774194,£61.35,£1.98
3278,464,635,1.3685344827586207,£614.16,£1.32
8461,573,720,1.2565445026178010,"£1,476.38",£2.58
15403,416,504,1.2115384615384615,£753.63,£1.81
6904,812,1077,1.3263546798029557,"£1,582.62",£1.95
14734,158,214,1.3544303797468354,£663.45,£4.20
3293,533,989,1.8555347091932458,£845.32,£1.59
4994,1257,1649,1.3118536197295147,"£2,374.54",£1.89
5006,160,195,1.2187500000000000,£450.43,£2.82
11187,515,619,1.2019417475728155,£731.91,£1.42
5008,221,331,1.4977375565610860,£628.29,£2.84
14085,407,460,1.1302211302211302,£507.95,£1.25
9756,616,724,1.1753246753246753,£671.22,£1.09
9412,418,471,1.1267942583732057,£625.48,£1.50
14737,1183,1220,1.0312764158918005,"£1,555.35",£1.31
8477,328,347,1.0579268292682927,£403.06,£1.23
14086,350,434,1.2400000000000000,£477.89,£1.37
10740,908,1066,1.1740088105726872,"£1,460.31",£1.61
8478,424,503,1.1863207547169811,£594.58,£1.40
5009,536,675,1.2593283582089552,£705.60,£1.32
3311,316,338,1.0696202531645570,£335.81,£1.06
11737,1822,1994,1.0944017563117453,"£1,723.03",£0.95
10908,3119,3460,1.1093299134337929,"£3,843.57",£1.23
8485,660,798,1.2090909090909091,£738.76,£1.12
14095,329,418,1.2705167173252280,£765.00,£2.33
10743,949,1189,1.2528977871443625,"£1,925.83",£2.03
3315,259,306,1.1814671814671815,£381.65,£1.47
9435,423,501,1.1843971631205674,£698.31,£1.65
14096,308,404,1.3116883116883117,£550.12,£1.79
9419,343,358,1.0437317784256560,£430.79,£1.26
15407,111,146,1.3153153153153153,£262.98,£2.37
6913,182,244,1.3406593406593407,£267.53,£1.47
3325,219,239,1.0913242009132420,£307.29,£1.40
8488,747,955,1.2784471218206158,"£1,745.91",£2.34
6327,242,298,1.2314049586776860,£665.08,£2.75
5013,437,528,1.2082379862700229,"£1,195.42",£2.74
14104,186,197,1.0591397849462366,£894.12,£4.81
11221,185,204,1.1027027027027027,£240.85,£1.30
5011,990,1222,1.2343434343434343,"£1,305.51",£1.32
14741,272,290,1.0661764705882353,£235.87,£0.87
9420,290,368,1.2689655172413793,£373.40,£1.29
14105,242,329,1.3595041322314050,£731.87,£3.02
16281,609,685,1.1247947454844007,£668.36,£1.10
10744,260,293,1.1269230769230769,£900.59,£3.46
9757,1818,2422,1.3322332233223322,"£2,409.72",£1.33
9427,829,972,1.1724969843184560,"£1,854.66",£2.24
6330,589,664,1.1273344651952462,£682.08,£1.16
14111,368,384,1.0434782608695652,£353.87,£0.96
9423,1228,1525,1.2418566775244300,"£1,818.45",£1.48
11672,381,475,1.2467191601049869,£572.67,£1.50
6917,261,304,1.1647509578544061,£391.98,£1.50
9424,286,334,1.1678321678321678,£402.82,£1.41
10761,1053,1231,1.1690408357075024,"£1,191.06",£1.13
3331,1040,1328,1.2769230769230769,"£1,367.09",£1.31
14122,451,800,1.7738359201773836,"£1,061.92",£2.35
15850,230,260,1.1304347826086957,£220.82,£0.96
6333,578,694,1.2006920415224913,£902.99,£1.56
4517,313,381,1.2172523961661342,£447.24,£1.43
14127,379,488,1.2875989445910290,£586.55,£1.55
15412,312,371,1.1891025641025641,£462.08,£1.48
12000,141,172,1.2198581560283688,£184.05,£1.31
8847,218,282,1.2935779816513761,£294.99,£1.35
5025,448,577,1.2879464285714286,"£1,083.39",£2.42
3353,714,795,1.1134453781512605,£919.68,£1.29
3351,279,328,1.1756272401433692,£453.81,£1.63
5029,240,317,1.3208333333333333,£619.03,£2.58
15852,110,162,1.4727272727272727,£289.72,£2.63
15414,343,368,1.0728862973760933,£431.93,£1.26
11420,222,264,1.1891891891891892,£344.72,£1.55
3355,224,251,1.1205357142857143,£382.19,£1.71
6335,136,169,1.2426470588235294,£375.41,£2.76
14132,1085,1150,1.0599078341013825,"£1,378.47",£1.27
3363,291,324,1.1134020618556701,£348.20,£1.20
14130,528,552,1.0454545454545455,"£1,605.71",£3.04
11080,514,564,1.0972762645914397,£581.62,£1.13
11242,687,855,1.2445414847161572,"£1,244.14",£1.81
11579,1020,1145,1.1225490196078431,"£1,726.49",£1.69
8504,318,340,1.0691823899371069,£320.07,£1.01
6344,573,599,1.0453752181500873,£682.53,£1.19
10753,342,425,1.2426900584795322,£542.48,£1.59
15419,322,353,1.0962732919254658,£685.04,£2.13
5031,370,412,1.1135135135135135,£443.12,£1.20
6340,1810,2394,1.3226519337016575,"£3,578.62",£1.98
6355,673,884,1.3135215453194651,"£1,148.66",£1.71
14135,149,173,1.1610738255033557,£248.55,£1.67
11191,608,720,1.1842105263157895,£989.08,£1.63
8519,549,635,1.1566484517304189,£933.62,£1.70
6920,365,411,1.1260273972602740,£799.87,£2.19
6924,698,820,1.1747851002865330,£920.92,£1.32
14139,452,543,1.2013274336283186,£544.40,£1.20
14138,247,281,1.1376518218623482,£315.00,£1.28
8520,362,371,1.0248618784530387,£660.49,£1.82
6922,492,527,1.0711382113821138,£515.30,£1.05
5036,607,762,1.2553542009884679,"£1,469.03",£2.42
8523,559,843,1.5080500894454383,£937.43,£1.68
3386,798,936,1.1729323308270677,"£1,263.47",£1.58
6350,195,239,1.2256410256410256,£569.77,£2.92
16287,440,583,1.3250000000000000,£765.72,£1.74
14144,302,323,1.0695364238410596,£612.06,£2.03
6348,686,855,1.2463556851311953,"£1,014.49",£1.48
14146,386,487,1.2616580310880829,£711.19,£1.84
3394,553,564,1.0198915009041591,£466.42,£0.84
14148,32,33,1.0312500000000000,£48.83,£1.53
6358,282,316,1.1205673758865248,£476.98,£1.69
16292,690,793,1.1492753623188406,"£1,384.62",£2.01
3391,388,520,1.3402061855670103,£506.22,£1.30
9760,314,352,1.1210191082802548,£460.13,£1.47
11298,360,448,1.2444444444444444,£429.59,£1.19
5044,170,237,1.3941176470588235,£798.25,£4.70
6370,956,1454,1.5209205020920502,"£1,534.38",£1.61
14159,341,439,1.2873900293255132,£414.70,£1.22
3395,147,322,2.1904761904761905,£205.88,£1.40
6365,627,735,1.1722488038277512,£896.96,£1.43
3398,434,599,1.3801843317972350,£597.45,£1.38
14154,394,423,1.0736040609137056,£517.87,£1.31
6923,269,299,1.1115241635687732,£368.31,£1.37
5055,209,270,1.2918660287081340,£396.86,£1.90
10765,1009,1204,1.1932606541129832,"£1,163.49",£1.15
8539,383,507,1.3237597911227154,£744.40,£1.94
8552,839,1297,1.5458879618593564,"£1,100.42",£1.31
8540,376,428,1.1382978723404255,£568.44,£1.51
15426,1023,1058,1.0342130987292278,"£1,625.86",£1.59
16294,302,427,1.4139072847682119,£849.26,£2.81
14177,1099,1295,1.1783439490445860,"£1,394.31",£1.27
5056,450,545,1.2111111111111111,"£1,392.85",£3.10
5053,1247,1574,1.2622293504410585,"£1,389.59",£1.11
5050,157,221,1.4076433121019108,£221.68,£1.41
16295,277,322,1.1624548736462094,£679.70,£2.45
10767,213,275,1.2910798122065728,£538.06,£2.53
9767,604,719,1.1903973509933775,"£1,692.87",£2.80
8536,207,227,1.0966183574879227,£416.26,£2.01
10781,574,682,1.1881533101045296,"£1,303.38",£2.27
5057,1502,1766,1.1757656458055925,"£2,344.46",£1.56
8543,464,526,1.1336206896551724,£620.06,£1.34
3424,302,349,1.1556291390728477,£392.12,£1.30
3420,203,319,1.5714285714285714,£309.54,£1.52
8548,1198,1668,1.3923205342237062,"£2,593.27",£2.16
5058,423,671,1.5862884160756501,"£1,641.05",£3.88
9449,512,595,1.1621093750000000,"£1,184.28",£2.31
8557,790,986,1.2481012658227848,"£2,107.98",£2.67
11662,1158,1288,1.1122625215889465,"£1,663.78",£1.44
15864,660,777,1.1772727272727273,£815.48,£1.24
8564,614,724,1.1791530944625407,£958.35,£1.56
14183,362,408,1.1270718232044199,£435.14,£1.20
8568,508,554,1.0905511811023622,£784.57,£1.54
5060,1594,1845,1.1574654956085320,"£1,610.37",£1.01
3433,1105,1374,1.2434389140271493,"£1,905.49",£1.72
11508,117,145,1.2393162393162393,£722.50,£6.18
3431,243,308,1.2674897119341564,£389.65,£1.60
10818,949,1049,1.1053740779768177,"£1,299.66",£1.37
3451,450,528,1.1733333333333333,£586.28,£1.30
14196,300,357,1.1900000000000000,£680.71,£2.27
15439,358,498,1.3910614525139665,£370.59,£1.04
3447,661,721,1.0907715582450832,£820.66,£1.24
3452,521,554,1.0633397312859885,£767.84,£1.47
8562,680,768,1.1294117647058824,"£1,228.44",£1.81
11037,1122,1263,1.1256684491978610,"£1,812.83",£1.62
14197,204,242,1.1862745098039216,£360.23,£1.77
14192,258,274,1.0620155038759690,£619.61,£2.40
11790,15,16,1.0666666666666667,£18.36,£1.22
8563,519,643,1.2389210019267823,"£1,119.15",£2.16
3446,1327,1511,1.1386586284853052,"£1,436.10",£1.08
8567,353,419,1.1869688385269122,£579.73,£1.64
5066,404,454,1.1237623762376238,£591.58,£1.46
3455,664,796,1.1987951807228916,£856.82,£1.29
14203,656,697,1.0625000000000000,£758.41,£1.16
11260,141,168,1.1914893617021277,£200.91,£1.42
15865,433,562,1.2979214780600462,£654.05,£1.51
3458,1592,1863,1.1702261306532663,"£2,107.22",£1.32
3463,376,422,1.1223404255319149,£419.12,£1.11
11791,290,337,1.1620689655172414,£725.16,£2.50
3457,147,157,1.0680272108843537,£115.90,£0.79
9762,277,314,1.1335740072202166,£383.51,£1.38
16301,222,268,1.2072072072072072,£251.43,£1.13
8586,355,418,1.1774647887323944,£507.29,£1.43
6394,349,419,1.2005730659025788,£518.38,£1.49
8588,468,515,1.1004273504273504,£549.40,£1.17
8584,949,1175,1.2381454162276080,"£1,541.14",£1.62
14213,733,838,1.1432469304229195,£768.64,£1.05
3468,487,614,1.2607802874743326,£810.96,£1.67
16303,302,331,1.0960264900662252,£354.32,£1.17
8577,197,219,1.1116751269035533,£309.88,£1.57
6396,89,102,1.1460674157303371,£198.93,£2.24
14216,738,817,1.1070460704607046,£788.58,£1.07
9465,849,982,1.1566548881036514,"£1,218.84",£1.44
5076,800,852,1.0650000000000000,"£1,439.27",£1.80
6395,254,317,1.2480314960629921,£453.65,£1.79
6409,82,97,1.1829268292682927,£192.33,£2.35
9230,70,76,1.0857142857142857,£73.59,£1.05
11368,515,553,1.0737864077669903,£603.55,£1.17
14221,744,864,1.1612903225806452,£933.25,£1.25
6937,592,729,1.2314189189189189,£733.59,£1.24
6939,157,296,1.8853503184713376,£896.09,£5.71
14219,399,424,1.0626566416040100,£524.63,£1.31
9458,202,234,1.1584158415841584,£306.27,£1.52
5081,143,150,1.0489510489510490,£158.77,£1.11
16306,273,300,1.0989010989010989,£462.81,£1.70
3497,450,521,1.1577777777777778,£650.08,£1.44
15447,202,227,1.1237623762376238,£322.96,£1.60
11348,1089,1316,1.2084481175390266,"£1,830.73",£1.68
9471,654,753,1.1513761467889908,£612.52,£0.94
5080,670,762,1.1373134328358209,£863.76,£1.29
14233,252,311,1.2341269841269841,£693.21,£2.75
6940,272,344,1.2647058823529412,£483.61,£1.78
8606,274,304,1.1094890510948905,£355.61,£1.30
6952,760,904,1.1894736842105263,"£1,147.33",£1.51
14239,173,193,1.1156069364161850,£287.19,£1.66
14761,348,381,1.0948275862068966,£348.71,£1.00
15449,69,75,1.0869565217391304,£80.34,£1.16
6415,613,710,1.1582381729200653,£908.58,£1.48
6948,309,365,1.1812297734627832,£493.50,£1.60
3513,331,404,1.2205438066465257,£487.04,£1.47
6950,70,90,1.2857142857142857,£291.45,£4.16
6951,1800,1985,1.1027777777777778,"£2,466.40",£1.37
6945,280,375,1.3392857142857143,£686.68,£2.45
15875,419,504,1.2028639618138425,£474.50,£1.13
6414,428,466,1.0887850467289720,£817.95,£1.91
5092,413,663,1.6053268765133172,£584.72,£1.42
14240,292,404,1.3835616438356164,£481.28,£1.65
3529,275,318,1.1563636363636364,£369.02,£1.34
3530,243,278,1.1440329218106996,£278.74,£1.15
5091,541,1086,2.0073937153419593,"£1,639.03",£3.03
8607,520,524,1.0076923076923077,£463.81,£0.89
6428,667,730,1.0944527736131934,£707.49,£1.06
11400,440,506,1.1500000000000000,£542.56,£1.23
15455,259,300,1.1583011583011583,£370.14,£1.43
5090,710,953,1.3422535211267606,"£1,324.80",£1.87
10786,701,792,1.1298145506419401,"£1,303.65",£1.86
15879,123,150,1.2195121951219512,£297.89,£2.42
3541,137,168,1.2262773722627737,£507.81,£3.71
5093,676,786,1.1627218934911243,£858.73,£1.27
3545,132,145,1.0984848484848485,£152.97,£1.16
9784,377,405,1.0742705570291777,£716.13,£1.90
3552,351,388,1.1054131054131054,£395.62,£1.13
14257,630,759,1.2047619047619048,£898.35,£1.43
8614,659,765,1.1608497723823976,£960.93,£1.46
15459,105,119,1.1333333333333333,£143.93,£1.37
14251,385,454,1.1792207792207792,£634.30,£1.65
14768,339,379,1.1179941002949853,£428.16,£1.26
8622,463,676,1.4600431965442765,£654.32,£1.41
8623,271,372,1.3726937269372694,£704.68,£2.60
14253,330,383,1.1606060606060606,"£1,492.15",£4.52
11481,420,522,1.2428571428571429,£550.12,£1.31
6953,207,227,1.0966183574879227,£303.23,£1.46
3555,293,315,1.0750853242320819,£379.58,£1.30
15458,28,30,1.0714285714285714,£30.23,£1.08
6432,330,452,1.3696969696969697,£452.95,£1.37
11634,477,623,1.3060796645702306,£698.54,£1.46
14260,277,344,1.2418772563176895,£386.73,£1.40
3568,457,550,1.2035010940919037,£613.66,£1.34
3570,987,1047,1.0607902735562310,"£1,378.81",£1.40
15463,81,94,1.1604938271604938,£192.04,£2.37
5107,436,635,1.4564220183486239,"£1,045.31",£2.40
3571,1434,1609,1.1220362622036262,"£2,341.57",£1.63
5105,400,439,1.0975000000000000,£402.61,£1.01
9476,328,363,1.1067073170731707,£465.43,£1.42
9470,254,269,1.0590551181102362,£519.98,£2.05
6954,138,158,1.1449275362318841,£315.21,£2.28
9484,1064,1202,1.1296992481203008,"£2,107.59",£1.98
6955,398,443,1.1130653266331658,£520.16,£1.31
6441,302,348,1.1523178807947020,£720.96,£2.39
3587,423,621,1.4680851063829787,£870.91,£2.06
3579,508,649,1.2775590551181102,£792.52,£1.56
5110,1222,1927,1.5769230769230769,"£4,091.27",£3.35
14283,376,386,1.0265957446808511,£430.87,£1.15
14282,1088,1441,1.3244485294117647,"£1,405.01",£1.29
14279,162,222,1.3703703703703704,£298.45,£1.84
5104,220,265,1.2045454545454545,£490.49,£2.23
3586,483,538,1.1138716356107660,£625.68,£1.30
16316,172,213,1.2383720930232558,£330.40,£1.92
3583,598,705,1.1789297658862876,£619.83,£1.04
6434,635,695,1.0944881889763780,£877.16,£1.38
9778,1147,1466,1.2781168265039233,"£1,754.97",£1.53
8639,262,275,1.0496183206106870,£332.89,£1.27
10805,256,289,1.1289062500000000,£353.04,£1.38
