customer_number,fruit_veg,dairy,confectionary,grocery_food,grocery_health_pets,bakery,newspapers_magazines,prepared_meals,soft_drinks,frozen,meat,tobacco,drinks,deli,world_foods,lottery,cashpoint,seasonal_gifting,discount_bakery,practical_items
14984,£2.47,£21.08,£8.85,£5.11,£4.57,£0.00,£13.83,£1.79,£0.00,£0.00,£103.63,£0.00,£11.05,£0.00,£0.00,£12.00,£0.00,£0.00,£3.98,£0.00
13700,£156.35,£33.02,£11.06,£108.78,£6.10,£0.00,£0.00,£29.66,£0.00,£84.88,£61.68,£0.00,£0.00,£43.15,£0.30,£115.50,£0.00,£0.00,£0.00,£0.00
8011,£61.54,£174.35,£186.67,£139.66,£166.57,£0.00,£40.39,£106.74,£37.09,£88.58,£128.16,£8.93,£177.24,£7.72,£2.63,£0.00,£65.00,£18.08,£0.00,£0.00
8428,£137.60,£66.26,£55.31,£83.49,£17.37,£0.00,£7.54,£60.29,£46.64,£17.94,£73.75,£0.00,£0.00,£19.42,£1.15,£0.00,£5.00,£5.20,£0.00,£0.00
7884,£19.68,£13.89,£7.80,£6.43,£18.52,£0.00,£9.88,£11.63,£4.32,£2.34,£8.08,£27.57,£55.63,£1.13,£2.36,£6.00,£122.05,£0.00,£0.00,£0.00
11362,£19.46,£37.28,£48.37,£77.30,£99.02,£0.00,£105.78,£71.80,£8.08,£24.66,£8.07,£301.79,£34.59,£1.03,£0.28,£0.00,£5.00,£15.20,£27.18,£3.40
4754,£73.71,£53.28,£51.12,£78.14,£43.06,£0.00,£24.03,£35.55,£77.33,£30.84,£104.21,£168.86,£0.00,£2.83,£1.29,£3.00,£0.00,£9.99,£0.00,£3.30
6394,£78.06,£74.25,£32.64,£25.67,£10.68,£0.00,£2.05,£24.86,£34.73,£0.21,£16.00,£108.35,£51.95,£0.00,£3.96,£0.00,£0.00,£0.00,£0.00,£0.00
11988,£12.52,£29.41,£9.76,£20.71,£0.00,£0.00,£12.10,£11.95,£1.36,£11.99,£10.51,£0.00,£8.49,£11.95,£0.99,£0.00,£0.00,£0.00,£0.00,£0.00
3452,£102.59,£140.82,£40.46,£72.00,£186.45,£0.00,£0.40,£19.66,£30.39,£74.00,£7.37,£0.00,£3.40,£14.82,£2.37,£6.00,£10.00,£5.36,£13.51,£1.69
14910,£2.22,£15.33,£1.27,£13.10,£16.90,£0.00,£0.35,£3.28,£0.00,£0.00,£11.07,£194.76,£0.00,£0.00,£0.69,£14.00,£105.00,£0.00,£0.00,£0.00
5105,£7.70,£112.20,£33.02,£7.81,£15.68,£0.00,£4.09,£7.20,£29.84,£15.92,£24.27,£4.02,£0.00,£27.25,£6.75,£2.00,£0.00,£1.27,£36.86,£0.00
946,£31.96,£63.18,£63.57,£82.91,£76.29,£0.00,£3.35,£35.07,£30.80,£223.36,£251.04,£0.00,£0.00,£0.00,£0.00,£0.00,£73.00,£3.36,£88.89,£3.12
2660,£271.12,£260.04,£96.81,£109.41,£317.79,£0.00,£8.60,£114.03,£3.04,£119.69,£53.42,£0.00,£8.50,£2.45,£8.67,£0.00,£0.00,£23.13,£0.00,£1.92
11825,£1.89,£8.28,£16.62,£0.00,£2.03,£0.00,£1.28,£1.11,£0.48,£2.46,£0.00,£0.00,£0.00,£1.10,£0.98,£0.00,£0.00,£1.69,£3.53,£0.00
14871,£3.71,£4.72,£14.44,£2.40,£16.64,£0.00,£5.80,£7.72,£0.00,£6.53,£0.00,£28.28,£0.00,£4.77,£2.38,£0.00,£0.00,£5.06,£1.09,£1.27
6012,£30.02,£48.87,£60.91,£44.20,£76.96,£0.00,£12.55,£31.56,£3.87,£7.60,£33.05,£3.59,£40.94,£0.00,£5.96,£5.00,£5.00,£4.10,£0.00,£0.00
14768,£6.73,£103.14,£54.04,£40.47,£20.91,£0.00,£4.50,£0.00,£75.71,£17.86,£4.58,£0.00,£0.00,£17.37,£0.00,£41.00,£0.00,£0.00,£0.00,£0.00
7756,£55.42,£38.66,£48.84,£72.95,£42.15,£0.00,£18.02,£17.87,£1.51,£55.85,£5.65,£0.00,£3.40,£10.95,£7.35,£0.00,£0.00,£0.00,£0.00,£0.00
15778,£0.38,£14.86,£7.83,£8.37,£5.44,£0.00,£14.03,£11.72,£6.62,£0.00,£7.22,£405.86,£0.00,£11.25,£0.57,£0.00,£120.00,£0.00,£1.92,£0.00
14674,£61.99,£3.82,£6.21,£2.72,£3.58,£0.00,£4.70,£0.00,£2.46,£0.00,£16.87,£300.07,£0.00,£1.94,£14.85,£227.00,£0.00,£0.00,£0.00,£0.00
5137,£23.04,£139.88,£47.18,£52.14,£39.41,£0.00,£7.00,£52.66,£31.42,£6.12,£7.72,£32.45,£581.54,£0.00,£8.86,£0.00,£20.00,£1.99,£0.00,£9.45
12149,£31.49,£34.34,£18.01,£16.04,£24.94,£0.00,£0.00,£16.80,£9.82,£26.00,£46.43,£17.42,£97.50,£9.49,£1.88,£2.00,£37.85,£0.00,£7.63,£0.00
9089,£107.47,£40.54,£58.95,£45.42,£30.69,£0.00,£4.08,£33.51,£6.00,£31.30,£24.26,£2.32,£19.10,£84.46,£5.31,£2.00,£0.00,£14.21,£30.08,£0.00
1172,£58.41,£194.76,£100.83,£160.05,£155.24,£0.00,£5.97,£41.36,£9.44,£11.51,£118.83,£0.00,£0.00,£3.22,£6.87,£0.00,£0.00,£0.00,£0.00,£1.86
6246,£110.57,£113.70,£59.72,£49.13,£22.68,£0.00,£48.80,£24.15,£27.14,£34.18,£114.26,£0.84,£82.26,£0.00,£0.00,£104.50,£420.00,£0.00,£0.00,£0.00
4294,£35.48,£60.11,£117.64,£70.38,£116.04,£0.00,£46.37,£31.19,£25.48,£58.06,£15.90,£157.34,£187.08,£4.58,£9.30,£4.00,£260.00,£17.03,£0.00,£0.00
6470,£96.24,£70.43,£18.42,£39.32,£85.44,£0.00,£5.40,£56.26,£18.15,£19.22,£92.95,£9.96,£8.91,£1.69,£0.00,£0.00,£0.00,£4.76,£20.13,£0.00
5460,£53.00,£98.82,£42.77,£80.48,£48.93,£0.00,£24.82,£59.37,£214.55,£112.59,£71.49,£335.35,£910.66,£0.00,£0.00,£0.00,£20.00,£19.53,£0.00,£7.64
9078,£165.96,£61.45,£226.72,£141.02,£135.88,£0.00,£1.55,£64.18,£40.17,£68.10,£153.88,£3.85,£35.37,£16.14,£33.44,£3.00,£0.00,£8.51,£21.21,£0.84
8746,£58.55,£32.89,£15.90,£55.63,£4.48,£0.00,£6.26,£10.84,£72.01,£7.59,£79.00,£18.62,£60.14,£5.21,£5.84,£1.00,£0.00,£14.05,£0.00,£2.76
7705,£123.71,£69.16,£55.13,£152.16,£94.09,£0.00,£1.70,£47.66,£22.44,£72.83,£122.07,£0.00,£22.04,£9.92,£1.98,£0.00,£0.00,£1.69,£0.00,£0.00
12628,£104.52,£75.11,£75.92,£100.31,£17.17,£0.00,£0.00,£62.52,£45.93,£41.14,£40.09,£0.00,£30.17,£0.00,£0.99,£0.00,£190.00,£1.52,£0.00,£0.00
15513,£4.81,£62.44,£44.48,£8.66,£0.78,£0.00,£16.18,£4.32,£2.43,£0.00,£0.00,£0.00,£0.00,£11.25,£0.00,£110.00,£145.00,£0.00,£0.00,£0.00
6056,£130.87,£118.94,£46.92,£158.52,£113.63,£0.00,£4.90,£106.61,£8.91,£43.85,£168.80,£75.64,£14.19,£0.00,£9.52,£7.50,£0.00,£7.42,£0.00,£0.00
3566,£38.85,£85.77,£64.97,£46.08,£26.77,£0.00,£1.60,£11.63,£3.95,£6.14,£1.19,£181.36,£6.37,£0.00,£2.66,£2.00,£186.00,£1.18,£0.00,£3.13
11524,£52.89,£44.64,£100.73,£24.15,£91.27,£0.00,£2.85,£38.05,£34.34,£36.49,£116.68,£65.35,£279.85,£0.00,£0.00,£0.00,£0.00,£9.15,£0.00,£4.24
11644,£38.31,£84.76,£45.23,£29.12,£52.01,£0.00,£18.72,£13.05,£20.14,£11.70,£42.64,£26.12,£49.29,£45.68,£8.28,£1.00,£65.00,£10.20,£0.00,£2.55
2920,£44.61,£43.58,£39.96,£64.62,£154.97,£0.00,£6.10,£55.84,£3.39,£40.90,£25.94,£0.00,£10.78,£0.00,£2.97,£0.00,£0.00,£0.00,£0.00,£0.00
7074,£94.84,£136.48,£80.81,£80.25,£77.57,£0.00,£15.68,£91.29,£11.07,£61.32,£146.99,£0.00,£189.91,£9.66,£29.59,£0.00,£0.00,£26.86,£0.00,£14.45
8719,£163.41,£88.15,£95.08,£215.45,£149.21,£0.00,£36.60,£68.69,£3.75,£45.66,£41.92,£117.82,£17.01,£70.49,£0.39,£46.50,£0.00,£1.69,£0.00,£0.00
5647,£76.17,£118.90,£58.56,£15.11,£16.39,£0.00,£28.60,£32.68,£81.05,£30.30,£14.57,£0.84,£53.44,£0.00,£16.05,£289.00,£190.00,£0.00,£0.00,£3.40
15144,£146.12,£97.46,£12.92,£77.63,£26.10,£0.00,£19.27,£23.64,£0.00,£2.31,£73.46,£0.00,£53.66,£0.00,£8.32,£3.00,£0.00,£5.09,£0.00,£0.00
16193,£8.71,£55.89,£174.95,£46.67,£35.62,£0.00,£64.24,£7.24,£32.26,£61.31,£0.00,£0.00,£4.25,£24.20,£0.00,£6.00,£5.00,£22.92,£0.00,£1.27
16295,£10.04,£38.55,£36.71,£3.50,£8.94,£0.00,£3.59,£6.28,£20.98,£15.73,£0.00,£206.19,£27.20,£0.00,£4.61,£3.00,£270.00,£1.44,£0.00,£0.00
5601,£11.68,£23.48,£55.82,£10.76,£32.13,£0.00,£48.21,£1.32,£52.89,£6.72,£2.38,£150.96,£9.85,£0.00,£6.92,£16.00,£45.00,£0.00,£0.00,£3.40
7064,£53.07,£56.85,£171.76,£22.92,£49.98,£0.00,£34.87,£143.63,£139.66,£133.14,£39.09,£0.00,£12.75,£4.56,£15.33,£0.00,£0.00,£3.38,£0.00,£0.00
1623,£33.39,£65.46,£21.55,£11.68,£22.12,£0.00,£5.57,£23.45,£14.59,£31.09,£30.89,£0.00,£68.83,£0.95,£10.63,£1.00,£145.00,£4.23,£0.00,£6.79
7955,£117.94,£50.65,£51.45,£59.91,£50.63,£0.00,£16.16,£22.05,£33.67,£10.93,£36.31,£5.58,£93.35,£27.45,£9.39,£0.00,£5.00,£13.25,£0.00,£1.69
14963,£10.83,£17.47,£27.05,£11.13,£81.79,£0.00,£3.69,£9.01,£0.00,£12.14,£6.97,£62.47,£0.00,£0.00,£0.00,£0.00,£20.00,£0.00,£0.00,£0.00
16049,£20.70,£39.99,£27.95,£50.95,£15.87,£0.00,£9.02,£0.99,£0.26,£93.73,£0.00,£30.28,£0.00,£0.00,£0.55,£1.00,£5.00,£0.00,£0.00,£0.00
11651,£22.94,£41.93,£15.93,£33.10,£24.65,£0.00,£33.84,£21.60,£27.88,£21.05,£84.77,£479.95,£15.71,£28.95,£23.06,£28.00,£380.00,£2.85,£0.00,£3.39
10505,£7.71,£30.38,£15.14,£27.32,£17.59,£0.00,£0.40,£4.85,£0.83,£8.46,£17.59,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£2.96,£0.00,£0.00
4140,£81.20,£103.09,£131.93,£65.46,£98.51,£0.00,£51.03,£87.67,£37.64,£20.79,£56.75,£342.33,£0.00,£0.00,£0.00,£0.00,£15.00,£17.35,£0.00,£1.68
905,£291.37,£176.58,£79.43,£206.67,£135.55,£0.00,£29.05,£39.85,£37.23,£86.32,£231.87,£0.00,£95.37,£55.49,£2.55,£0.00,£0.00,£0.00,£0.00,£0.00
667,£70.96,£60.20,£22.85,£34.56,£59.97,£0.00,£7.82,£9.08,£10.81,£36.26,£78.70,£301.53,£0.00,£33.97,£1.44,£0.00,£20.00,£30.58,£24.09,£2.12
6350,£5.27,£16.38,£24.05,£7.23,£27.42,£0.00,£19.58,£2.39,£8.69,£35.08,£4.26,£62.42,£147.37,£0.00,£0.79,£0.00,£185.00,£12.01,£0.00,£4.24
16039,£15.21,£75.17,£31.06,£21.03,£25.87,£0.00,£36.60,£5.50,£105.00,£1.35,£0.00,£0.00,£5.78,£0.00,£0.69,£0.00,£20.00,£0.00,£0.00,£0.00
788,£25.54,£29.43,£27.53,£18.60,£36.27,£0.00,£9.09,£9.31,£6.96,£15.40,£18.34,£0.00,£0.00,£0.00,£7.53,£0.00,£5.00,£3.26,£0.00,£9.74
4976,£36.15,£91.33,£59.89,£70.05,£42.83,£0.00,£8.15,£18.00,£26.69,£52.58,£38.08,£276.45,£0.00,£51.07,£21.14,£19.00,£0.00,£2.97,£0.00,£0.00
9556,£39.94,£67.80,£55.09,£49.37,£73.50,£0.00,£57.72,£13.20,£42.72,£1.71,£42.95,£263.17,£253.65,£5.67,£1.42,£15.00,£339.00,£0.00,£0.00,£2.53
1163,£43.76,£63.27,£33.21,£52.25,£29.62,£0.00,£6.38,£8.55,£10.06,£19.21,£5.59,£0.00,£0.00,£0.00,£12.61,£2.00,£0.00,£4.25,£0.00,£3.82
5817,£48.91,£72.44,£44.43,£83.85,£94.76,£0.00,£4.45,£13.39,£19.39,£33.58,£24.62,£66.62,£52.19,£0.00,£2.24,£0.00,£179.00,£0.00,£0.00,£0.84
14586,£109.85,£22.02,£42.86,£41.32,£51.72,£0.00,£2.39,£0.00,£15.01,£27.63,£0.00,£0.00,£0.00,£1.56,£3.75,£0.00,£0.00,£0.00,£45.21,£0.00
124,£16.37,£26.51,£100.44,£84.84,£44.21,£0.00,£15.30,£10.48,£7.20,£34.28,£146.34,£0.00,£0.00,£18.59,£1.47,£0.00,£35.00,£0.00,£0.00,£0.00
11159,£67.47,£76.00,£51.50,£43.78,£72.89,£0.00,£31.83,£11.59,£1.34,£8.82,£53.84,£0.00,£0.00,£11.53,£2.18,£0.00,£0.00,£8.47,£0.00,£12.65
4924,£87.88,£90.49,£52.59,£22.27,£30.40,£0.00,£44.43,£11.73,£22.92,£17.38,£117.70,£153.24,£0.00,£6.31,£56.52,£9.00,£108.71,£0.00,£0.00,£3.56
8061,£43.85,£25.08,£16.05,£45.46,£24.39,£0.00,£2.98,£32.07,£3.68,£13.55,£20.63,£0.00,£27.42,£1.10,£2.05,£0.00,£0.00,£2.51,£0.00,£0.00
2256,£10.96,£35.64,£39.77,£23.01,£35.62,£0.00,£19.38,£7.21,£66.19,£6.02,£24.23,£0.00,£25.93,£9.01,£8.92,£2.00,£25.00,£8.50,£0.00,£0.00
2431,£202.46,£118.91,£151.66,£233.44,£90.58,£0.00,£6.40,£91.97,£43.34,£100.46,£126.53,£0.00,£0.00,£60.05,£29.33,£0.00,£0.00,£6.76,£0.00,£7.19
4776,£97.51,£59.74,£14.45,£23.37,£48.10,£0.00,£11.75,£12.34,£2.87,£4.99,£60.14,£48.16,£0.00,£0.00,£5.51,£2.00,£398.90,£1.02,£0.00,£0.00
10509,£76.83,£75.15,£107.76,£86.35,£58.42,£0.00,£0.73,£56.28,£39.66,£31.84,£113.25,£30.89,£35.02,£42.50,£16.53,£9.00,£75.00,£0.84,£0.00,£0.00
9604,£60.92,£121.22,£162.51,£142.63,£134.48,£0.00,£44.92,£2.97,£30.65,£21.30,£64.47,£153.94,£37.62,£262.19,£16.79,£40.00,£400.00,£0.00,£0.00,£0.00
1480,£100.49,£255.10,£202.09,£214.71,£219.48,£0.00,£3.32,£15.46,£50.57,£117.66,£123.02,£0.00,£68.38,£71.46,£11.73,£11.00,£240.00,£8.51,£0.00,£0.00
14635,£35.77,£33.46,£7.65,£132.65,£80.49,£0.00,£21.98,£0.00,£9.82,£53.10,£33.38,£0.00,£3.40,£34.20,£12.39,£0.00,£0.00,£0.00,£0.00,£3.40
15972,£10.54,£73.21,£72.17,£69.70,£38.27,£0.00,£8.07,£12.67,£86.46,£7.12,£0.00,£0.00,£10.20,£14.14,£0.00,£25.00,£398.55,£13.86,£0.49,£6.79
7914,£102.34,£85.42,£52.48,£38.12,£36.27,£0.00,£24.96,£61.20,£27.31,£54.72,£68.90,£4.53,£228.84,£6.07,£7.52,£0.00,£0.00,£9.61,£0.00,£0.00
10271,£21.05,£57.24,£72.79,£30.08,£86.28,£0.00,£11.00,£4.42,£85.68,£10.63,£16.71,£510.54,£2.55,£5.67,£15.84,£25.00,£50.00,£1.53,£0.00,£0.00
11268,£50.59,£67.99,£46.37,£28.39,£3.55,£0.00,£8.76,£26.10,£23.08,£41.97,£17.98,£190.48,£71.14,£6.03,£4.05,£20.00,£171.00,£15.83,£0.00,£12.34
808,£155.03,£36.04,£36.08,£80.69,£17.04,£0.00,£5.60,£14.59,£1.76,£5.13,£25.67,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00
13618,£251.65,£109.57,£128.74,£112.69,£65.18,£0.00,£0.00,£122.86,£39.47,£94.55,£52.82,£0.00,£63.36,£39.82,£25.10,£0.00,£0.00,£2.53,£0.00,£0.00
15850,£11.15,£27.68,£34.31,£51.65,£11.09,£0.00,£3.48,£3.67,£5.30,£0.00,£2.50,£0.00,£1.71,£38.00,£10.27,£0.00,£0.00,£0.00,£0.00,£0.00
8335,£80.77,£47.16,£36.21,£67.66,£20.02,£0.00,£5.20,£30.62,£7.49,£9.76,£105.94,£0.00,£0.00,£0.00,£0.79,£0.00,£0.00,£1.23,£0.00,£0.00
4804,£42.48,£100.25,£136.33,£43.60,£39.40,£0.00,£116.65,£31.31,£72.61,£68.69,£53.02,£145.95,£0.00,£12.02,£6.39,£238.50,£10.00,£2.68,£0.00,£1.06
9326,£60.44,£58.18,£10.63,£35.22,£36.82,£0.00,£0.65,£47.95,£3.99,£11.31,£29.42,£2.35,£3.40,£57.84,£4.85,£9.00,£0.00,£0.00,£0.00,£0.00
11143,£72.46,£17.26,£61.18,£4.38,£25.18,£0.00,£28.27,£32.16,£10.37,£3.35,£19.73,£330.84,£10.63,£1.49,£11.06,£51.00,£70.00,£9.89,£0.00,£3.31
13254,£6.40,£7.29,£10.26,£1.59,£7.93,£0.00,£0.00,£0.65,£0.93,£0.00,£0.00,£0.00,£2.55,£0.00,£0.00,£1.00,£0.00,£7.85,£0.00,£0.00
11297,£302.01,£175.75,£113.02,£202.53,£248.06,£0.00,£58.05,£131.81,£80.49,£78.47,£229.57,£0.00,£91.57,£25.08,£16.82,£0.00,£0.00,£7.03,£0.00,£5.50
12361,£95.48,£52.24,£11.19,£25.61,£17.45,£0.00,£0.00,£38.85,£1.40,£14.49,£5.98,£36.51,£3.40,£0.00,£0.00,£0.00,£0.00,£1.18,£0.00,£4.26
14014,£282.62,£226.07,£125.33,£70.13,£278.02,£0.00,£0.00,£202.34,£51.00,£3.38,£59.99,£0.00,£26.44,£0.00,£7.50,£0.00,£0.00,£9.09,£0.00,£31.67
535,£127.04,£82.88,£59.98,£152.28,£87.20,£0.00,£15.51,£26.29,£25.34,£124.23,£106.60,£0.00,£8.50,£0.00,£0.00,£0.00,£0.00,£0.00,£62.34,£0.00
2852,£92.11,£55.92,£69.69,£78.37,£62.78,£0.00,£1.00,£48.12,£15.28,£55.99,£72.24,£0.00,£0.00,£106.00,£1.67,£0.00,£0.00,£0.00,£6.12,£0.00
13895,£3.09,£8.14,£4.68,£5.60,£10.68,£0.00,£0.00,£0.00,£5.66,£0.00,£7.50,£24.72,£0.00,£0.00,£0.00,£0.00,£30.00,£0.00,£0.00,£0.00
2568,£103.39,£45.23,£30.29,£36.72,£30.17,£0.00,£90.73,£5.08,£5.19,£3.27,£16.07,£0.00,£21.27,£68.01,£3.27,£0.00,£0.00,£0.00,£0.00,£0.00
16227,£12.71,£27.02,£21.41,£12.57,£10.26,£0.00,£1.58,£4.67,£40.90,£25.87,£0.00,£233.78,£6.37,£14.20,£7.41,£0.00,£0.00,£0.00,£0.00,£0.00
11937,£12.70,£6.00,£31.22,£13.66,£0.00,£0.00,£0.35,£8.57,£4.08,£11.31,£3.00,£0.00,£283.73,£3.54,£0.89,£9.00,£0.00,£3.59,£0.00,£0.00
6170,£59.04,£26.33,£10.43,£22.93,£18.33,£0.00,£8.18,£11.20,£9.47,£21.27,£46.33,£12.76,£102.10,£0.00,£7.38,£0.00,£0.00,£2.19,£0.00,£0.00
2198,£13.02,£121.90,£106.74,£82.20,£293.96,£0.00,£22.51,£37.69,£28.64,£107.81,£42.16,£0.00,£109.56,£19.63,£6.93,£0.00,£0.00,£13.70,£26.99,£15.36
6024,£5.77,£17.59,£8.02,£57.58,£14.80,£0.00,£12.42,£20.05,£5.38,£0.85,£27.85,£29.92,£18.70,£0.00,£2.58,£0.00,£0.00,£24.03,£0.00,£0.00
12934,£23.85,£28.41,£4.94,£9.72,£9.48,£0.00,£0.00,£0.75,£9.87,£9.48,£10.85,£0.00,£117.26,£2.99,£0.89,£7.00,£0.00,£7.79,£0.00,£0.00
9435,£75.81,£98.49,£54.32,£35.65,£36.08,£0.00,£2.73,£67.73,£19.46,£6.33,£75.45,£45.35,£65.45,£38.48,£7.81,£30.00,£0.00,£6.81,£0.00,£4.67
2795,£19.77,£36.88,£26.95,£11.01,£9.52,£0.00,£4.00,£21.87,£4.69,£11.53,£33.13,£0.00,£0.00,£0.00,£7.00,£0.00,£0.00,£0.00,£0.00,£0.00
11737,£75.28,£94.04,£170.01,£314.99,£125.29,£0.00,£205.94,£27.40,£114.14,£76.19,£141.88,£0.00,£116.90,£1.90,£23.96,£90.00,£20.00,£21.63,£0.00,£0.84
4305,£28.92,£51.39,£20.19,£25.52,£14.64,£0.00,£9.10,£12.25,£2.96,£4.45,£10.21,£6.14,£0.00,£0.00,£0.00,£0.00,£90.00,£0.00,£0.00,£0.00
5399,£44.07,£40.83,£31.00,£29.69,£24.23,£0.00,£12.11,£17.26,£2.61,£14.97,£9.82,£156.19,£46.11,£0.00,£0.89,£0.00,£220.00,£0.00,£0.00,£1.69
4812,£20.07,£52.57,£49.66,£59.86,£21.67,£0.00,£26.07,£1.65,£7.14,£18.66,£84.68,£349.09,£0.00,£2.70,£14.17,£12.00,£20.00,£0.00,£0.00,£0.00
14734,£10.29,£25.85,£6.25,£10.42,£2.45,£0.00,£5.85,£0.00,£0.76,£3.65,£2.99,£572.54,£0.00,£0.00,£2.38,£0.00,£10.00,£0.00,£0.00,£0.00
12269,£28.87,£23.49,£18.78,£111.45,£102.23,£0.00,£0.00,£50.51,£1.28,£48.12,£212.58,£0.00,£0.00,£189.27,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00
8062,£73.14,£43.82,£25.47,£52.95,£48.49,£0.00,£2.14,£61.20,£20.80,£39.18,£68.32,£0.00,£0.00,£8.24,£2.67,£0.00,£0.00,£6.64,£0.00,£0.00
1979,£31.28,£65.04,£115.97,£28.65,£11.09,£0.00,£10.04,£42.55,£39.17,£9.04,£8.39,£0.00,£8.07,£42.60,£22.39,£7.00,£0.00,£0.00,£0.00,£0.00
15939,£75.66,£125.48,£34.83,£66.60,£87.33,£0.00,£8.12,£2.18,£8.63,£11.21,£0.00,£0.00,£6.80,£0.00,£4.43,£0.00,£0.00,£1.69,£0.00,£0.00
12047,£118.78,£39.78,£45.46,£99.44,£6.95,£0.00,£0.00,£38.35,£4.94,£70.59,£62.11,£0.00,£19.56,£8.07,£3.24,£0.00,£0.00,£1.27,£0.00,£0.00
7576,£154.14,£57.63,£61.34,£122.90,£62.55,£0.00,£1.40,£25.87,£15.53,£33.48,£56.40,£0.00,£48.86,£26.49,£45.88,£0.00,£20.00,£2.57,£0.00,£5.11
14656,£4.54,£5.16,£34.96,£3.00,£1.69,£0.00,£23.45,£0.00,£0.84,£3.54,£44.06,£4.31,£3.82,£2.45,£0.00,£2.00,£20.00,£0.00,£0.00,£0.00
15978,£22.86,£62.73,£53.94,£46.46,£84.21,£0.00,£6.79,£6.34,£24.37,£49.91,£0.00,£0.55,£0.00,£4.55,£32.81,£1.00,£0.00,£7.65,£0.00,£0.00
669,£14.69,£18.41,£6.53,£3.47,£23.08,£0.00,£18.70,£9.16,£37.35,£4.98,£47.19,£22.32,£319.54,£0.00,£0.99,£12.50,£0.00,£2.97,£0.00,£1.66
3763,£21.25,£81.06,£75.00,£42.47,£31.56,£0.00,£38.99,£2.65,£3.28,£26.48,£36.42,£833.96,£0.00,£28.09,£64.03,£0.00,£0.00,£4.95,£0.00,£0.00
12467,£24.93,£8.78,£2.90,£4.15,£0.67,£0.00,£0.00,£0.00,£1.41,£0.00,£0.00,£0.00,£17.94,£0.00,£0.00,£10.00,£0.00,£4.63,£0.00,£0.00
9320,£33.32,£231.81,£179.69,£48.14,£132.86,£0.00,£61.91,£39.99,£63.87,£31.68,£44.78,£32.56,£19.65,£10.79,£12.59,£234.00,£0.00,£6.96,£0.00,£0.00
215,£41.02,£27.95,£27.90,£63.91,£78.18,£0.00,£0.42,£22.75,£12.77,£56.73,£38.95,£0.00,£0.00,£5.76,£3.45,£0.00,£0.00,£5.43,£0.00,£9.69
10928,£82.97,£42.42,£31.60,£40.81,£22.43,£0.00,£5.55,£11.73,£0.84,£2.55,£24.23,£0.00,£27.21,£26.83,£7.29,£0.00,£0.00,£0.84,£0.00,£4.92
3781,£31.22,£26.00,£11.90,£13.61,£12.17,£0.00,£126.67,£15.84,£3.35,£9.91,£22.41,£0.79,£0.00,£2.80,£14.17,£107.00,£43.00,£0.00,£0.00,£1.44
5025,£79.17,£54.84,£20.81,£77.79,£76.14,£0.00,£16.54,£23.13,£9.66,£36.37,£39.92,£265.56,£0.00,£137.20,£0.00,£13.50,£221.62,£0.00,£0.00,£3.40
12889,£3.51,£8.86,£10.84,£13.00,£16.17,£0.00,£0.00,£15.57,£4.71,£12.28,£18.96,£57.75,£0.00,£4.20,£0.79,£4.00,£105.00,£0.00,£0.00,£0.00
7849,£52.59,£92.42,£121.90,£70.41,£114.41,£0.00,£11.36,£56.94,£22.13,£14.94,£75.91,£27.35,£14.55,£20.41,£16.20,£0.00,£15.00,£25.55,£0.00,£11.50
5989,£33.84,£12.71,£11.45,£20.53,£11.59,£0.00,£14.50,£3.99,£2.01,£4.67,£14.02,£34.28,£2.55,£0.00,£1.59,£4.00,£0.00,£0.84,£0.00,£0.00
12510,£20.59,£46.17,£30.75,£32.56,£14.02,£0.00,£0.00,£9.58,£2.62,£42.77,£65.03,£50.89,£3.40,£0.00,£9.92,£0.00,£0.00,£4.17,£0.00,£0.00
4149,£75.80,£40.55,£24.88,£36.26,£19.60,£0.00,£1.70,£9.24,£3.39,£20.46,£20.16,£442.29,£0.00,£16.87,£0.00,£20.00,£0.00,£0.84,£0.00,£9.16
3363,£134.26,£69.66,£36.64,£11.60,£28.98,£0.00,£11.50,£0.50,£0.33,£6.18,£13.99,£0.00,£0.00,£1.50,£0.00,£0.00,£0.00,£0.00,£0.00,£0.00
15601,£23.22,£32.70,£14.67,£20.39,£17.52,£0.00,£3.95,£3.60,£24.74,£0.00,£190.83,£0.00,£22.54,£0.00,£0.99,£0.00,£10.00,£3.40,£0.00,£0.00
792,£72.40,£69.53,£29.70,£52.59,£4.27,£0.00,£11.00,£81.37,£3.67,£8.77,£97.44,£365.10,£3.82,£15.60,£3.56,£185.00,£204.00,£0.00,£0.00,£0.00
15463,£10.10,£5.94,£9.54,£11.09,£16.46,£0.00,£3.84,£2.78,£0.00,£4.36,£48.03,£0.00,£11.90,£3.54,£0.00,£0.00,£40.00,£12.75,£0.00,£2.68
2669,£16.91,£17.31,£2.92,£7.53,£9.10,£0.00,£0.80,£9.18,£6.06,£32.25,£14.76,£0.00,£0.00,£17.04,£17.52,£64.00,£0.00,£19.72,£20.97,£0.00
14060,£8.80,£12.23,£58.13,£96.74,£114.80,£0.00,£0.00,£70.70,£0.00,£32.79,£16.55,£8.72,£0.00,£0.00,£0.00,£66.00,£0.00,£0.00,£0.00,£0.00
